Sensor,DateTime,Value,Max,Min,Unit
third,26/12/2020 19:49,0.055,,,g
third,26/12/2020 19:50,0.4615625,,,g
third,26/12/2020 19:52,0.3509375,,,g
third,26/12/2020 19:53,0.0540625,,,g
third,26/12/2020 19:56,0.4628125,,,g
third,26/12/2020 19:57,0.48,,,g
third,26/12/2020 20:00,0.4975,,,g
third,26/12/2020 20:01,0.5040625,,,g
third,26/12/2020 20:02,0.4890625,,,g
third,26/12/2020 20:04,0.068125,,,g
third,26/12/2020 20:09,0.08125,,,g
third,26/12/2020 20:12,0.0728125,,,g
third,26/12/2020 20:14,0.06375,,,g
third,26/12/2020 20:15,0.38125,,,g
third,26/12/2020 20:16,0.43625,,,g
third,26/12/2020 20:19,0.0565625,,,g
third,26/12/2020 20:22,0.4578125,,,g
third,26/12/2020 20:23,0.061875,,,g
third,26/12/2020 20:25,0.4525,,,g
third,26/12/2020 20:27,0.0609375,,,g
third,26/12/2020 20:29,0.0515625,,,g
third,26/12/2020 20:31,0.4796875,,,g
third,26/12/2020 20:36,0.45,,,g
third,26/12/2020 20:39,0.0525,,,g
third,26/12/2020 20:40,0.0575,,,g
third,26/12/2020 20:45,0.4490625,,,g
third,26/12/2020 20:52,0.05625,,,g
third,26/12/2020 20:54,0.444375,,,g
third,26/12/2020 20:56,0.0578125,,,g
third,26/12/2020 20:57,0.0565625,,,g
third,26/12/2020 20:58,0.354375,,,g
third,26/12/2020 20:59,0.2778125,,,g
third,26/12/2020 21:02,0.0678125,,,g
third,26/12/2020 21:05,0.4546875,,,g
third,26/12/2020 21:06,0.045625,,,g
third,26/12/2020 21:08,0.458125,,,g
third,26/12/2020 21:10,0.06875,,,g
third,26/12/2020 21:11,0.0559375,,,g
third,26/12/2020 21:12,0.05875,,,g
third,26/12/2020 21:13,0.0659375,,,g
third,26/12/2020 21:17,0.0684375,,,g
third,26/12/2020 21:18,0.055625,,,g
third,26/12/2020 21:20,0.0615625,,,g
third,26/12/2020 21:21,0.0590625,,,g
third,26/12/2020 21:23,0.4359375,,,g
third,26/12/2020 21:24,0.459375,,,g
third,26/12/2020 21:33,0.0584375,,,g
third,26/12/2020 21:34,0.470625,,,g
third,26/12/2020 21:38,0.466875,,,g
third,26/12/2020 21:40,0.0715625,,,g
third,26/12/2020 21:41,0.550625,,,g
third,26/12/2020 21:45,0.565,,,g
third,26/12/2020 21:46,0.0521875,,,g
third,26/12/2020 21:47,0.0615625,,,g
third,26/12/2020 21:49,0.05375,,,g
third,26/12/2020 21:55,0.53625,,,g
third,26/12/2020 21:57,0.0584375,,,g
third,26/12/2020 21:58,0.053125,,,g
third,26/12/2020 22:01,0.0478125,,,g
third,26/12/2020 22:04,0.0671875,,,g
third,26/12/2020 22:06,0.515625,,,g
third,26/12/2020 22:07,0.5534375,,,g
third,26/12/2020 22:08,0.335,,,g
third,26/12/2020 22:09,0.07125,,,g
third,26/12/2020 22:10,0.0571875,,,g
third,26/12/2020 22:12,0.0534375,,,g
third,26/12/2020 22:16,0.50625,,,g
third,26/12/2020 22:18,0.05625,,,g
third,26/12/2020 22:19,0.050625,,,g
third,26/12/2020 22:24,0.0459375,,,g
third,26/12/2020 22:26,0.360625,,,g
third,26/12/2020 22:27,0.544375,,,g
third,26/12/2020 22:28,0.5365625,,,g
third,26/12/2020 22:30,0.5671875,,,g
third,26/12/2020 22:32,0.5684375,,,g
third,26/12/2020 22:33,0.0478125,,,g
third,26/12/2020 22:35,0.5646875,,,g
third,26/12/2020 22:36,0.5621875,,,g
third,26/12/2020 22:40,0.543125,,,g
third,26/12/2020 22:43,0.5484375,,,g
third,26/12/2020 22:45,0.57125,,,g
third,26/12/2020 22:50,0.5615625,,,g
third,26/12/2020 22:56,0.533125,,,g
third,26/12/2020 22:59,0.0596875,,,g
third,26/12/2020 23:12,0.5396875,,,g
third,26/12/2020 23:13,0.05375,,,g
third,26/12/2020 23:16,0.3725,,,g
third,26/12/2020 23:17,0.5484375,,,g
third,26/12/2020 23:18,0.0496875,,,g
third,26/12/2020 23:20,0.056875,,,g
third,26/12/2020 23:22,0.070625,,,g
third,26/12/2020 23:24,0.0671875,,,g
third,26/12/2020 23:26,0.0596875,,,g
third,26/12/2020 23:27,0.515,,,g
third,26/12/2020 23:28,0.5371875,,,g
third,26/12/2020 23:29,0.374375,,,g
third,26/12/2020 23:31,0.06125,,,g
third,26/12/2020 23:34,0.05625,,,g
third,26/12/2020 23:38,0.0565625,,,g
third,26/12/2020 23:41,0.3446875,,,g
third,26/12/2020 23:43,0.069375,,,g
third,26/12/2020 23:44,0.05625,,,g
third,26/12/2020 23:46,0.4353125,,,g
third,26/12/2020 23:47,0.1890625,,,g
third,26/12/2020 23:48,0.06125,,,g
third,26/12/2020 23:49,0.054375,,,g
third,26/12/2020 23:52,0.55875,,,g
third,26/12/2020 23:54,0.054375,,,g
third,26/12/2020 23:55,0.5440625,,,g
third,26/12/2020 23:56,0.0625,,,g
third,27/12/2020 00:00,0.5509375,,,g
third,27/12/2020 00:02,0.0665625,,,g
third,27/12/2020 00:03,0.05,,,g
third,27/12/2020 00:05,0.5471875,,,g
third,27/12/2020 00:07,0.0671875,,,g
third,27/12/2020 00:08,0.0575,,,g
third,27/12/2020 00:11,0.0525,,,g
third,27/12/2020 00:12,0.0625,,,g
third,27/12/2020 00:13,0.3284375,,,g
third,27/12/2020 00:14,0.5753125,,,g
third,27/12/2020 00:15,0.0553125,,,g
third,27/12/2020 00:16,0.046875,,,g
third,27/12/2020 00:17,0.0665625,,,g
third,27/12/2020 00:18,0.550625,,,g
third,27/12/2020 00:20,0.0596875,,,g
third,27/12/2020 00:21,0.0553125,,,g
third,27/12/2020 00:23,0.4296875,,,g
third,27/12/2020 00:25,0.0696875,,,g
third,27/12/2020 00:26,0.65,,,g
third,27/12/2020 00:27,0.67375,,,g
third,27/12/2020 00:29,0.0715625,,,g
third,27/12/2020 00:32,0.6525,,,g
third,27/12/2020 00:33,0.6075,,,g
third,27/12/2020 00:35,0.633125,,,g
third,27/12/2020 00:38,0.5778125,,,g
third,27/12/2020 00:40,0.621875,,,g
third,27/12/2020 00:42,0.6371875,,,g
third,27/12/2020 00:45,0.6325,,,g
third,27/12/2020 00:47,0.6509375,,,g
third,27/12/2020 00:48,0.6315625,,,g
third,27/12/2020 00:49,0.055625,,,g
third,27/12/2020 00:51,0.0703125,,,g
third,27/12/2020 00:52,0.0684375,,,g
third,27/12/2020 00:53,0.0575,,,g
third,27/12/2020 00:54,0.598125,,,g
third,27/12/2020 00:55,0.0528125,,,g
third,27/12/2020 00:56,0.0596875,,,g
third,27/12/2020 00:57,0.0759375,,,g
third,27/12/2020 00:58,0.0546875,,,g
third,27/12/2020 00:59,0.0503125,,,g
third,27/12/2020 01:02,0.06625,,,g
third,27/12/2020 01:03,0.056875,,,g
third,27/12/2020 01:10,0.0478125,,,g
third,27/12/2020 01:12,0.0834375,,,g
third,27/12/2020 01:13,0.114375,,,g
third,27/12/2020 01:17,0.6425,,,g
third,27/12/2020 01:19,0.515625,,,g
third,27/12/2020 01:20,0.4515625,,,g
third,27/12/2020 01:22,0.0575,,,g
third,27/12/2020 01:22,0.0603125,,,g
third,27/12/2020 01:24,0.0659375,,,g
third,27/12/2020 01:24,0.0603125,,,g
third,27/12/2020 01:26,0.0575,,,g
third,27/12/2020 01:29,0.4303125,,,g
third,27/12/2020 01:33,0.6525,,,g
third,27/12/2020 01:38,0.685,,,g
third,27/12/2020 01:38,0.0553125,,,g
third,27/12/2020 01:41,0.69,,,g
third,27/12/2020 01:42,0.661875,,,g
third,27/12/2020 01:43,0.05125,,,g
third,27/12/2020 01:46,0.5803125,,,g
third,27/12/2020 01:48,0.0740625,,,g
third,27/12/2020 01:54,0.05625,,,g
third,27/12/2020 01:56,0.0565625,,,g
third,27/12/2020 01:59,0.063125,,,g
third,27/12/2020 02:00,0.0678125,,,g
third,27/12/2020 02:04,0.0615625,,,g
third,27/12/2020 02:06,0.595625,,,g
third,27/12/2020 02:07,0.519375,,,g
third,27/12/2020 02:08,0.6634375,,,g
third,27/12/2020 02:08,0.0934375,,,g
third,27/12/2020 02:09,0.053125,,,g
third,27/12/2020 02:10,0.0559375,,,g
third,27/12/2020 02:16,0.0465625,,,g
third,27/12/2020 02:17,0.6196875,,,g
third,27/12/2020 02:20,0.6371875,,,g
third,27/12/2020 02:22,0.0746875,,,g
third,27/12/2020 02:25,0.0809375,,,g
third,27/12/2020 02:28,0.061875,,,g
third,27/12/2020 02:29,0.065625,,,g
third,27/12/2020 02:33,0.1096875,,,g
third,27/12/2020 02:36,0.0665625,,,g
third,27/12/2020 02:39,0.7146875,,,g
third,27/12/2020 02:42,0.07,,,g
third,27/12/2020 02:43,0.0671875,,,g
third,27/12/2020 02:45,0.756875,,,g
third,27/12/2020 02:51,0.048125,,,g
third,27/12/2020 02:53,0.0678125,,,g
third,27/12/2020 02:54,0.58625,,,g
third,27/12/2020 02:55,0.801875,,,g
third,27/12/2020 02:56,0.0684375,,,g
third,27/12/2020 02:58,0.05,,,g
third,27/12/2020 03:01,0.0659375,,,g
third,27/12/2020 03:03,0.06125,,,g
third,27/12/2020 03:04,0.5075,,,g
third,27/12/2020 03:06,0.0621875,,,g
third,27/12/2020 03:08,0.0625,,,g
third,27/12/2020 03:10,0.785625,,,g
third,27/12/2020 03:13,0.065625,,,g
third,27/12/2020 03:14,0.0665625,,,g
third,27/12/2020 03:15,0.7884375,,,g
third,27/12/2020 03:20,0.520625,,,g
third,27/12/2020 03:21,0.8084375,,,g
third,27/12/2020 03:22,0.06875,,,g
third,27/12/2020 03:23,0.046875,,,g
third,27/12/2020 03:24,0.0590625,,,g
third,27/12/2020 03:25,0.6221875,,,g
third,27/12/2020 03:27,0.0553125,,,g
third,27/12/2020 03:28,0.0490625,,,g
third,27/12/2020 03:29,0.4634375,,,g
third,27/12/2020 03:30,0.0596875,,,g
third,27/12/2020 03:34,0.0809375,,,g
third,27/12/2020 03:35,0.0503125,,,g
third,27/12/2020 03:36,0.0565625,,,g
third,27/12/2020 03:37,0.0815625,,,g
third,27/12/2020 03:39,0.0621875,,,g
third,27/12/2020 03:47,0.0746875,,,g
third,27/12/2020 03:54,0.0653125,,,g
third,27/12/2020 03:55,0.0559375,,,g
third,27/12/2020 03:56,0.086875,,,g
third,27/12/2020 03:57,0.064375,,,g
third,27/12/2020 03:58,0.0540625,,,g
third,27/12/2020 03:59,0.0634375,,,g
third,27/12/2020 04:00,0.08625,,,g
third,27/12/2020 04:01,0.091875,,,g
third,27/12/2020 04:04,0.0584375,,,g
third,27/12/2020 04:10,0.0909375,,,g
third,27/12/2020 04:11,0.0596875,,,g
third,27/12/2020 04:12,0.058125,,,g
third,27/12/2020 04:13,0.07875,,,g
third,27/12/2020 04:17,0.718125,,,g
third,27/12/2020 04:18,0.753125,,,g
third,27/12/2020 04:19,0.77125,,,g
third,27/12/2020 04:21,0.8178125,,,g
third,27/12/2020 04:22,0.8234375,,,g
third,27/12/2020 04:22,0.81125,,,g
third,27/12/2020 04:24,0.78625,,,g
third,27/12/2020 04:25,0.0459375,,,g
third,27/12/2020 04:27,0.62125,,,g
third,27/12/2020 04:28,0.6009375,,,g
third,27/12/2020 04:30,0.0509375,,,g
third,27/12/2020 04:31,0.0590625,,,g
third,27/12/2020 04:32,0.7659375,,,g
third,27/12/2020 04:33,0.803125,,,g
third,27/12/2020 04:38,0.8153125,,,g
third,27/12/2020 04:40,0.050625,,,g
third,27/12/2020 04:41,0.7865625,,,g
third,27/12/2020 04:41,0.7865625,,,g
third,27/12/2020 04:43,0.0515625,,,g
third,27/12/2020 04:44,0.0509375,,,g
third,27/12/2020 04:44,0.0509375,,,g
third,27/12/2020 04:45,0.6603125,,,g
third,27/12/2020 04:45,0.6603125,,,g
third,27/12/2020 04:47,0.11,,,g
third,27/12/2020 04:48,0.0690625,,,g
third,27/12/2020 04:49,0.78,,,g
third,27/12/2020 04:51,0.0640625,,,g
third,27/12/2020 04:53,0.063125,,,g
third,27/12/2020 04:55,0.0540625,,,g
third,27/12/2020 04:59,0.8053125,,,g
third,27/12/2020 05:07,0.065,,,g
third,27/12/2020 05:11,0.05,,,g
third,27/12/2020 05:13,0.705,,,g
third,27/12/2020 05:16,0.0540625,,,g
third,27/12/2020 05:17,0.0621875,,,g
third,27/12/2020 05:22,0.0559375,,,g
third,27/12/2020 05:23,0.7603125,,,g
third,27/12/2020 05:24,0.05625,,,g
third,27/12/2020 05:26,0.0521875,,,g
third,27/12/2020 05:27,0.054375,,,g
third,27/12/2020 05:29,0.053125,,,g
third,27/12/2020 05:30,0.0546875,,,g
third,27/12/2020 05:32,0.7275,,,g
third,27/12/2020 05:34,0.0509375,,,g
third,27/12/2020 05:34,0.0603125,,,g
third,27/12/2020 05:37,0.5021875,,,g
third,27/12/2020 05:37,0.8071875,,,g
third,27/12/2020 05:39,0.051875,,,g
third,27/12/2020 05:40,0.0509375,,,g
third,27/12/2020 05:41,0.77375,,,g
third,27/12/2020 05:43,0.0815625,,,g
third,27/12/2020 05:44,0.064375,,,g
third,27/12/2020 05:45,0.054375,,,g
third,27/12/2020 05:49,0.0590625,,,g
third,27/12/2020 05:51,0.515,,,g
third,27/12/2020 05:52,0.055625,,,g
third,27/12/2020 05:53,0.070625,,,g
third,27/12/2020 05:54,0.0490625,,,g
third,27/12/2020 05:55,0.051875,,,g
third,27/12/2020 06:02,0.07125,,,g
third,27/12/2020 06:03,0.0578125,,,g
third,27/12/2020 06:06,0.0503125,,,g
third,27/12/2020 06:09,0.0525,,,g
third,27/12/2020 06:10,0.054375,,,g
third,27/12/2020 06:11,0.0509375,,,g
third,27/12/2020 06:12,0.6825,,,g
third,27/12/2020 06:15,0.063125,,,g
third,27/12/2020 06:16,0.0640625,,,g
third,27/12/2020 06:17,0.0603125,,,g
third,27/12/2020 06:18,0.69875,,,g
third,27/12/2020 06:18,0.744375,,,g
third,27/12/2020 06:20,0.0565625,,,g
third,27/12/2020 06:22,0.0684375,,,g
third,27/12/2020 06:23,0.7390625,,,g
third,27/12/2020 06:24,0.0553125,,,g
third,27/12/2020 06:25,0.0615625,,,g
third,27/12/2020 06:32,0.755,,,g
third,27/12/2020 06:33,0.0709375,,,g
third,27/12/2020 06:35,0.0590625,,,g
third,27/12/2020 06:36,0.78625,,,g
third,27/12/2020 06:37,0.055625,,,g
third,27/12/2020 06:38,0.056875,,,g
third,27/12/2020 06:39,0.0521875,,,g
third,27/12/2020 06:42,0.7625,,,g
third,27/12/2020 06:43,0.0525,,,g
third,27/12/2020 06:44,0.05625,,,g
third,27/12/2020 06:45,0.05375,,,g
third,27/12/2020 06:46,0.815,,,g
third,27/12/2020 06:47,0.7921875,,,g
third,27/12/2020 06:48,0.0565625,,,g
third,27/12/2020 06:50,0.7328125,,,g
third,27/12/2020 06:52,0.8053125,,,g
third,27/12/2020 06:53,0.81,,,g
third,27/12/2020 06:54,0.81125,,,g
third,27/12/2020 06:55,0.7578125,,,g
third,27/12/2020 06:56,0.755625,,,g
third,27/12/2020 06:57,0.765,,,g
third,27/12/2020 06:58,0.7775,,,g
third,27/12/2020 06:59,0.08125,,,g
third,27/12/2020 07:03,0.664375,,,g
third,27/12/2020 07:04,0.5828125,,,g
third,27/12/2020 07:07,0.0578125,,,g
third,27/12/2020 07:08,0.05,,,g
third,27/12/2020 07:10,0.060625,,,g
third,27/12/2020 07:11,0.065,,,g
third,27/12/2020 07:12,0.0534375,,,g
third,27/12/2020 07:15,0.0596875,,,g
third,27/12/2020 07:17,0.0921875,,,g
third,27/12/2020 07:18,0.6925,,,g
third,27/12/2020 07:19,0.703125,,,g
third,27/12/2020 07:20,0.4475,,,g
third,27/12/2020 07:21,0.5075,,,g
third,27/12/2020 07:22,0.0721875,,,g
third,27/12/2020 07:23,0.07625,,,g
third,27/12/2020 07:24,0.0696875,,,g
third,27/12/2020 07:25,0.071875,,,g
third,27/12/2020 07:26,0.0734375,,,g
third,27/12/2020 07:27,0.434375,,,g
third,27/12/2020 07:29,0.690625,,,g
third,27/12/2020 07:33,0.728125,,,g
third,27/12/2020 07:34,0.6965625,,,g
third,27/12/2020 07:35,0.6325,,,g
third,27/12/2020 07:36,0.5978125,,,g
third,27/12/2020 07:40,0.7875,,,g
third,27/12/2020 07:41,0.7753125,,,g
third,27/12/2020 07:42,0.7721875,,,g
third,27/12/2020 07:44,0.80875,,,g
third,27/12/2020 07:48,0.774375,,,g
third,27/12/2020 07:49,0.8203125,,,g
third,27/12/2020 07:50,0.8178125,,,g
third,27/12/2020 07:53,0.7609375,,,g
third,27/12/2020 07:54,0.7515625,,,g
third,27/12/2020 07:56,0.061875,,,g
third,27/12/2020 07:58,0.5909375,,,g
third,27/12/2020 07:59,0.7278125,,,g
third,27/12/2020 08:00,0.724375,,,g
third,27/12/2020 08:01,0.0646875,,,g
third,27/12/2020 08:02,0.0640625,,,g
third,27/12/2020 08:03,0.085,,,g
third,27/12/2020 08:05,0.0546875,,,g
third,27/12/2020 08:07,0.6753125,,,g
third,27/12/2020 08:13,0.719375,,,g
third,27/12/2020 08:14,0.073125,,,g
third,27/12/2020 08:16,0.0559375,,,g
third,27/12/2020 08:17,0.0596875,,,g
third,27/12/2020 08:19,0.081875,,,g
third,27/12/2020 08:20,0.0528125,,,g
third,27/12/2020 08:21,0.059375,,,g
third,27/12/2020 08:22,0.6171875,,,g
third,27/12/2020 08:23,0.6903125,,,g
third,27/12/2020 08:24,0.054375,,,g
third,27/12/2020 08:25,0.0553125,,,g
third,27/12/2020 08:26,0.0603125,,,g
third,27/12/2020 08:28,0.749375,,,g
third,27/12/2020 08:30,0.049375,,,g
third,27/12/2020 08:31,0.0515625,,,g
third,27/12/2020 08:31,0.7090625,,,g
third,27/12/2020 08:33,0.756875,,,g
third,27/12/2020 08:34,0.051875,,,g
third,27/12/2020 08:35,0.745,,,g
third,27/12/2020 08:37,0.7496875,,,g
third,27/12/2020 08:38,0.74625,,,g
third,27/12/2020 08:40,0.77875,,,g
third,27/12/2020 08:43,0.7665625,,,g
third,27/12/2020 08:44,0.7815625,,,g
third,27/12/2020 08:45,0.7859375,,,g
third,27/12/2020 08:47,0.53875,,,g
third,27/12/2020 08:49,0.7728125,,,g
third,27/12/2020 08:50,0.76,,,g
third,27/12/2020 08:51,0.746875,,,g
third,27/12/2020 08:54,0.7628125,,,g
third,27/12/2020 08:56,0.0546875,,,g
third,27/12/2020 08:57,0.733125,,,g
third,27/12/2020 08:58,0.7309375,,,g
third,27/12/2020 09:01,0.053125,,,g
third,27/12/2020 09:03,0.6871875,,,g
third,27/12/2020 09:05,0.7228125,,,g
third,27/12/2020 09:07,0.75625,,,g
third,27/12/2020 09:08,0.06,,,g
third,27/12/2020 09:09,0.750625,,,g
third,27/12/2020 09:09,0.0596875,,,g
third,27/12/2020 09:10,0.81,,,g
third,27/12/2020 09:12,0.5409375,,,g
third,27/12/2020 09:13,0.8475,,,g
third,27/12/2020 09:14,0.8340625,,,g
third,27/12/2020 09:15,0.053125,,,g
third,27/12/2020 09:16,0.0640625,,,g
third,27/12/2020 09:19,0.0596875,,,g
third,27/12/2020 09:20,0.7496875,,,g
third,27/12/2020 09:21,0.8446875,,,g
third,27/12/2020 09:23,0.0515625,,,g
third,27/12/2020 09:24,0.0521875,,,g
third,27/12/2020 09:25,0.0721875,,,g
third,27/12/2020 09:28,0.058125,,,g
third,27/12/2020 09:29,0.6921875,,,g
third,27/12/2020 09:30,0.73875,,,g
third,27/12/2020 09:32,0.053125,,,g
third,27/12/2020 09:35,0.0546875,,,g
third,27/12/2020 09:36,0.048125,,,g
third,27/12/2020 09:37,0.0565625,,,g
third,27/12/2020 09:39,0.05625,,,g
